,taxpayer_number,taxpayer_name,taxpayer_address,taxpayer_city,taxpayer_state,taxpayer_zip,taxpayer_county,location_number,location_name,location_address,location_city,location_state,location_zip,location_county,inside_outside_city_limits_code_y_n,tabc_permit_number,responsibility_begin_date_yyyymmdd,obligation_end_date_yyyymmdd,liquor_receipts,wine_receipts,beer_receipts,cover_charge_receipts,total_receipts
56,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-07-31T00:00:00.000,139,0,160,0,299
57,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-12-31T00:00:00.000,204,0,208,0,412
58,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-08-31T00:00:00.000,319,0,410,0,729
59,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-07-31T00:00:00.000,178,0,244,0,422
60,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-11-30T00:00:00.000,144,0,310,0,454
61,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-10-31T00:00:00.000,78,0,158,0,236
62,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-04-30T00:00:00.000,128,0,147,0,275
63,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-03-31T00:00:00.000,183,0,129,0,312
64,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-09-30T00:00:00.000,342,0,584,0,926
65,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-05-31T00:00:00.000,249,0,187,0,436
66,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-12-31T00:00:00.000,167,0,337,0,504
67,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-04-30T00:00:00.000,514,0,777,0,1291
68,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-02-28T00:00:00.000,349,0,266,0,615
69,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-02-28T00:00:00.000,319,0,516,0,835
70,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-10-31T00:00:00.000,380,0,205,0,585
71,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-05-31T00:00:00.000,163,0,160,0,323
72,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2013-05-31T00:00:00.000,937,0,498,0,1435
73,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-06-30T00:00:00.000,118,0,128,0,246
74,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-04-30T00:00:00.000,251,0,235,0,486
75,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-05-31T00:00:00.000,252,0,434,0,686
76,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-09-30T00:00:00.000,168,0,218,0,386
77,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-02-29T00:00:00.000,189,0,323,0,512
78,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-07-31T00:00:00.000,445,0,398,0,843
79,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-06-30T00:00:00.000,280,0,249,0,529
80,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-09-30T00:00:00.000,241,0,196,0,437
81,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-08-31T00:00:00.000,189,0,460,0,649
82,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-01-31T00:00:00.000,75,0,142,0,217
83,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-08-31T00:00:00.000,761,0,407,0,1168
84,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-05-31T00:00:00.000,615,0,515,0,1130
85,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2010-11-30T00:00:00.000,0,0,0,0,0
86,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-12-31T00:00:00.000,27,0,278,0,305
87,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-06-30T00:00:00.000,482,0,385,0,867
88,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-10-31T00:00:00.000,488,0,396,0,884
89,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-05-31T00:00:00.000,159,0,149,0,308
90,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-11-30T00:00:00.000,656,0,313,0,969
91,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-03-31T00:00:00.000,111,0,143,0,254
92,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2019-01-31T00:00:00.000,76,0,114,0,190
93,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-11-30T00:00:00.000,248,0,508,0,756
94,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-07-31T00:00:00.000,167,0,472,0,639
95,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-01-31T00:00:00.000,81,0,346,0,427
96,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-01-31T00:00:00.000,334,0,292,0,626
97,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2019-02-28T00:00:00.000,137,0,115,0,252
98,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-12-31T00:00:00.000,114,0,149,0,263
99,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2013-12-31T00:00:00.000,297,0,251,0,548
100,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-11-30T00:00:00.000,213,0,256,0,469
101,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-08-31T00:00:00.000,175,0,175,0,350
102,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-04-30T00:00:00.000,252,0,527,0,779
103,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-01-31T00:00:00.000,0,0,0,0,0
104,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2014-09-30T00:00:00.000,480,0,354,0,834
105,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2017-11-30T00:00:00.000,133,0,86,0,219
106,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2011-08-31T00:00:00.000,302,0,643,0,945
107,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-02-29T00:00:00.000,149,0,171,0,320
108,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2019-06-30T00:00:00.000,102,0,135,0,237
109,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2015-09-30T00:00:00.000,409,0,438,0,847
110,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-11-30T00:00:00.000,185,0,185,0,370
111,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2018-10-31T00:00:00.000,31,0,115,0,146
112,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2016-08-31T00:00:00.000,166,0,267,0,433
113,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2012-03-31T00:00:00.000,261,0,504,0,765
114,17429444858,"CHIPOTLE TEXAS, L.L.C.",445 N HIGH ST FL 3,COLUMBUS,OH,43215,0,104,CHIPOTLE MEXICAN GRILL,2411 GLENNA GOODACRE BLVD,LUBBOCK,TX,79401,152,Y,MB762148,2010-11-19T00:00:00.000,2013-07-31T00:00:00.000,595,0,315,0,910
